,AL.oldAL1,AL.oldAL2,CR.oldCR1,CR.oldCR2
Arl6ip5,170,239,218,327
Gm32191,3,3,0,2
Frmd4b,3132,4299,2848,5469
Mitf,592,807,604,1034
Gm32592,13,6,3,25
Mdfic2,1,0,1,1
Gm44196,0,3,4,1
Foxp1,9189,10041,8185,17993
Gm52870,16,32,33,47
Gm20705,15,15,13,37
Eif4e3,195,263,254,398
Gpr27,13,25,17,36
Gm43067,0,0,0,0
Rybp,1021,1085,1145,2915
Shq1,351,386,412,712
Gxylt2,1,0,0,2
Ppp4r2,608,609,510,1110
Gm43948,2,8,7,13
Pdzrn3,713,1109,813,1431
Gm26911,8,6,13,7
Gm33934,5,12,14,22
Cntn3,137,166,33,166
4930587E11Rik,0,2,1,2
Chl1,69,21,19,83
Cntn4,31,17,14,33
Il5ra,4,0,0,0
Trnt1,147,123,155,293
Crbn,206,181,252,359
Gm34933,49,56,75,187
Lrrn1,344,686,320,790
Setmar,19,37,19,31
Sumf1,347,481,369,751
Itpr1,15918,12906,17172,32162
Gm44040,62,72,96,200
0610040F04Rik,9,9,6,18
Gm17055,0,1,1,0
4833447P13Rik,0,3,10,9
Bhlhe40,158,68,72,179
Arl8b,485,534,449,1121
Gm35417,28,45,57,86
Edem1,146,249,116,219
Grm7,21,11,9,15
Lmcd1,26,46,22,99
Ssu2,5,5,0,1
Cav3,5,4,6,9
Oxtr,305,620,339,607
Rad18,378,634,552,1096
Srgap3,1036,981,1018,2290
Thumpd3,137,216,138,262
Gt(ROSA)26Sor,27,72,43,69
Setd5,3114,3435,3240,6376
Lhfpl4,279,324,236,397
Mtmr14,133,185,124,211
Gm16161,2,1,1,4
Cpne9,6,4,5,14
Brpf1,126,159,118,236
Gm15492,7,18,18,21
Ogg1,19,12,30,25
Camk1,57,74,63,129
Tada3,111,152,126,245
Arpc4,66,84,131,189
Ttll3,120,109,96,204
Rpusd3,10,12,12,14
Jagn1,11,35,17,31
Il17re,22,25,11,17
Il17rc,41,59,57,107
Gm57002,5,3,3,4
Creld1,43,65,49,89
Prrt3,5,8,3,8
Emc3,206,191,260,500
Fancd2,14,9,9,45
Brk1,94,174,97,171
Gm44200,0,1,1,3
Vhl,66,71,65,104
Irak2,106,137,165,141
Tatdn2,153,98,111,207
Gm26982,9,9,9,28
Ghrl,2,0,1,15
Gm44053,4,1,3,9
Sec13,278,301,284,716
Atp2b2,1044,1705,1068,2061
Gm44167,31,84,52,81
Gm15083,4,9,6,4
Slc6a11,3,1,2,11
Hrh1,0,2,0,0
Atg7,411,503,437,862
Vgll4,614,801,564,848
Tamm41,47,56,43,86
Gm17733,4,10,10,18
Syn2,1179,1863,1220,2468
Timp4,4,38,27,40
Pparg,11,25,4,17
Gm36355,3,6,2,20
Tsen2,134,184,155,313
Mkrn2os,129,100,117,267
Mkrn2,122,124,111,276
Raf1,896,1126,885,1772
D830050J10Rik,6,9,6,10
Tmem40,9,12,7,16
Cand2,205,170,110,213
Rpl32,86,131,104,151
Efcab12,43,65,60,76
Gm44206,1,1,2,1
Mbd4,58,65,60,116
Ift122,565,578,533,1010
Rho,0,3,1,3
H1f8,0,0,0,4
Plxnd1,13,10,0,10
Tmcc1,2318,2322,2119,4287
Gm56980,6,14,16,23
Gm20404,17,24,26,35
9530062K07Rik,22,27,30,43
Washc2,620,547,440,844
Zfand4,43,44,81,146
Gm44957,9,7,9,5
Marchf8,902,1001,865,1899
Alox5,1,2,1,6
Zfp422,9,31,19,27
Rassf4,106,168,197,215
Depp1,11,39,18,12
Tmem72,2,3,0,4
Cxcl12,3,2,1,1
Gm45083,3,0,5,4
Zfp637,14,24,19,16
Zfp239,15,31,20,26
Gm38883,1,2,2,3
Gm38882,18,24,26,34
Hnrnpf,640,443,669,1480
Fxyd4,2,0,2,2
Rasgef1a,28,40,17,45
Csgalnact2,83,129,82,166
Ret,163,138,121,228
Bms1,260,281,170,389
Zfp248,122,124,100,214
Zfp9,327,445,383,647
Ankrd26,266,298,218,457
Cacna1c,9421,11740,8616,16214
Dcp1b,515,680,525,1112
Cacna2d4,49,42,77,70
Lrtm2,32,26,26,39
Adipor2,150,264,169,368
Gm56986,2,10,8,12
Wnt5b,33,61,70,89
Fbxl14,9,20,10,17
Erc1,1259,1574,1322,2532
Gm44317,2,1,0,4
Rad52,56,105,83,116
Wnk1,3335,3253,3211,6409
Ninj2,3,5,5,10
B4galnt3,43,23,33,38
Ccdc77,197,234,194,342
Kdm5a,1437,1274,1522,2851
Il17ra,139,109,108,218
Tmem121b,3,12,9,7
Hdhd5,207,237,163,317
Cecr2,426,328,457,710
Slc25a18,28,7,29,44
Atp6v1e1,648,503,455,1414
Bcl2l13,222,332,276,712
Bid,29,51,35,69
Mical3,2895,2868,2392,5137
Gm43915,30,57,54,93
Gm4651,28,37,33,54
Gm30842,5,5,4,8
Pex26,106,143,159,214
Tuba8,0,0,1,4
Gm15856,1,2,5,5
Usp18,54,97,153,138
Gm44148,65,86,90,109
Iqsec3,2,3,1,0
M6pr,140,136,147,274
Phc1,168,208,127,288
Rimklb,87,43,57,179
Apobec1,175,137,123,258
Slc2a3,90,117,100,139
Gm26826,25,22,18,38
Foxj2,172,162,141,246
C3ar1,0,1,1,3
Necap1,216,152,206,456
Clec4a1,1,1,0,0
Clec4a2,0,0,1,1
Clec4n,0,0,0,0
Clec4d,0,2,0,0
Pex5,116,150,131,254
Clstn3,81,121,92,179
C1rl,4,1,5,8
C1ra,4,1,7,8
C1s1,0,0,0,1
Lpcat3,843,703,978,1672
Emg1,64,73,55,86
Phb2,118,113,75,208
Gm15884,7,25,8,21
Ptpn6,36,58,46,68
Gm20531,1,0,2,0
Grcc10,26,54,55,83
Atn1,186,175,154,226
Eno2,111,120,98,174
Lrrc23,34,14,22,44
Spsb2,22,12,24,44
Tpi1,57,65,59,103
Usp5,121,191,126,217
Cdca3,8,5,0,2
P3h3,25,18,13,14
Gpr162,3,5,1,1
Cd4,11,21,0,2
Lag3,10,4,1,10
Ptms,164,198,165,321
A230083G16Rik,10,17,49,29
Mlf2,74,80,68,148
Cops7a,75,97,110,191
Pianp,0,2,2,2
Zfp384,239,235,224,491
4930557K07Rik,19,30,54,83
Ing4,269,250,258,504
Acrbp,130,148,119,214
Chd4,1935,1610,1302,2692
Nop2,50,58,37,72
Iffo1,235,311,242,425
Gapdh,90,125,95,170
Ncapd2,70,72,59,136
Mrpl51,7,30,28,24
Vamp1,164,139,130,242
Tapbpl,23,26,49,47
Cd27,21,32,21,25
4930417O13Rik,50,40,64,132
Tuba3a,1,4,2,0
Ltbr,34,32,36,59
Scnn1a,14,5,5,17
Tnfrsf1a,16,16,23,33
Plekhg6,6,5,9,12
Gm32673,0,0,2,1
Cd9,64,55,143,123
Gm28809,1,1,4,1
Gm26728,4,0,6,9
Vwf,5,2,10,23
Ano2,1,2,0,1
Ntf3,5,4,0,0
Kcna5,5,10,9,8
Gm56971,0,0,0,0
Kcna1,0,0,0,0
Kcna6,0,0,0,0
Ndufa9,97,140,124,199
Akap3,2,2,0,3
Dyrk4,4,2,0,7
Rad51ap1,8,2,8,14
D6Wsu163e,139,136,135,271
Tigar,44,57,36,90
Platr31,2,8,4,10
Gm43126,5,13,23,43
Ccnd2,2803,5730,3389,9663
9330179D12Rik,55,26,59,120
Gm56941,1,19,7,17
Parp11,172,194,205,312
Cracr2a,29,33,10,33
Tspan9,724,1105,891,1520
Gm10010,16,20,13,20
Tead4,1,4,1,0
Tulp3,178,223,160,336
Gm44190,5,14,8,21
Gm26770,1,1,4,1
Rhno1,31,53,28,53
Foxm1,4,3,1,6
Gm15862,1,2,4,10
Nrip2,5,7,5,7
Itfg2,153,180,185,414
Fkbp4,79,159,78,113
Gm10069,128,185,56,159
Pzp,2,7,8,7
A2ml1,12,21,21,17
Klrb1b,3,0,0,2
Gm44066,0,3,1,5
BC035044,4,3,0,2
Clec2i,10,2,0,1
Clec2g,2,7,1,1
Gm15987,17,26,4,8
ENSMUSG00000121482,1,0,0,0
Clec2e,1,0,1,2
Clec2d,41,138,27,63
2310001H17Rik,98,179,107,221
Cd69,12,21,0,3
Clec12a,6,2,0,0
Clec12b,0,0,0,0
Clec9a,0,1,0,0
Clec1a,6,3,1,0
Clec7a,0,3,0,5
1700101I11Rik,6,4,3,6
Gabarapl1,492,270,476,875
Klra2,5,0,3,0
Magohb,48,40,55,108
Styk1,54,31,17,56
Ybx3,182,172,117,317
5430401F13Rik,1,2,2,2
A630073D07Rik,0,0,4,2
Smim10l1,100,127,169,242
Etv6,1489,1703,1372,3166
Gm17089,3,2,3,7
Bcl2l14,5,2,8,3
Lrp6,998,1166,991,2010
Gm38910,0,1,1,0
Mansc1,6,7,6,13
Borcs5,143,225,140,247
Gm44017,1,0,0,2
Dusp16,883,847,1017,2777
Crebl2,177,259,152,282
Gpr19,90,148,196,227
Gm44366,2,3,4,7
2810454H06Rik,30,53,54,73
Cdkn1b,217,257,220,370
Lockd,6,8,5,5
Apold1,3,25,8,7
Ddx47,129,139,138,297
Gprc5a,15,16,17,29
Hebp1,25,34,36,31
Fam234b,302,297,273,452
Emp1,13,10,13,29
Atf7ip,858,928,818,1534
Gm44140,4,3,3,3
Plbd1,3,2,5,1
Gucy2c,19,46,29,13
H4c16,7,16,33,13
H2aj,45,62,51,67
Wbp11,745,481,794,1476
BC049715,132,124,315,393
Smco3,3,3,7,25
Art4,1,0,4,0
Mgp,3,9,0,9
Erp27,2,3,0,0
Arhgdib,23,14,3,1
Pde6h,32,38,41,71
Rerg,4,23,15,9
Ptpro,3,5,0,3
Eps8,833,840,744,1495
Strap,286,142,210,613
Dera,259,335,246,503
Slc15a5,1,0,1,2
Mgst1,0,2,1,1
Lmo3,37,8,18,25
A830011K09Rik,0,1,0,0
Pik3c2g,5287,8531,7249,11971
Plekha5,2345,2135,2010,4326
Aebp2,544,559,523,1033
Gm30524,4,6,9,1
Gm28523,0,0,0,4
Pde3a,72,38,50,97
Slco1c1,0,0,1,1
Gm5724,0,1,0,3
Slco1a6,188,225,115,205
Gm20400,56,63,81,107
Slco1a5,40,57,10,31
Iapp,637,1471,207,883
Pyroxd1,285,347,386,652
Recql,110,239,158,266
Golt1b,302,273,334,774
Spx,18,19,5,36
Gys2,19,27,49,242
Ldhb,228,185,315,738
Kcnj8,0,0,0,0
Abcc9,15,8,6,21
5330439B14Rik,5,10,17,42
Cmas,245,389,249,656
St8sia1,25,70,0,22
C2cd5,931,1078,1056,2039
Etnk1,659,834,667,1557
1700126G02Rik,9,5,7,10
D6Ertd474e,2,4,3,1
1700060C16Rik,0,1,1,2
Sox5,1074,983,980,2193
Sox5os2,1,0,1,0
Sox5os4,0,0,2,0
Bcat1,4,2,1,2
Irag2,25,17,6,8
Casc1,38,36,34,88
Gm15543,0,0,0,2
Etfrf1,49,50,54,84
Kras,1578,1476,1603,3829
Gm15706,66,84,74,150
2010013B24Rik,3,8,12,17
Lmntd1,1,1,2,5
Rassf8,202,299,210,404
Bhlhe41,247,148,221,583
Sspn,76,30,101,110
Sspnos,0,2,1,8
Itpr2,247,262,57,141
Ints13,214,206,202,432
Fgfr1op2,259,393,294,460
Tm7sf3,164,207,195,308
Med21,63,93,61,153
4930479D17Rik,3,4,1,15
Stk38l,799,729,544,2713
Arntl2,97,140,146,247
Ppfibp1,2286,2260,1957,6233
Rep15,32,18,31,74
Mrps35,76,113,87,156
Mansc4,2,0,1,4
Klhl42,59,96,70,112
Pthlh,7,6,1,16
Gm6288,110,88,114,199
Ccdc91,624,539,588,1295
Gm15762,3,1,1,10
Far2,9,8,14,24
Ergic2,406,513,411,826
Gm17216,1,2,2,2
Tmtc1,805,1044,768,1491
Gm44020,2,5,2,22
Ipo8,496,469,404,869
Caprin2,137,86,153,207
Gm43913,1,1,1,0
Sinhcaf,692,623,697,1333
3010003L21Rik,31,35,60,66
Dennd5b,1098,1091,953,2060
Etfbkmt,23,36,75,55
Amn1,255,376,366,648
Resf1,375,408,344,628
Bicd1,1603,1983,1637,3007
Gm21814,10,13,17,24
Myadm,20,15,55,60
Prkcg,49,37,51,110
Cacng7,35,20,19,46
Gm44257,1,2,1,3
Cacng8,3,2,0,2
Gm35037,0,2,0,10
Ndufa3,20,20,26,23
Tfpt,31,46,33,43
Prpf31,71,89,86,194
Gm15927,44,48,34,64
Cnot3,342,469,260,561
Leng1,67,79,48,93
Tmc4,379,469,425,661
Gm15929,15,10,11,19
Mboat7,106,117,168,202
Tsen34,114,113,106,155
Rps9,154,258,221,242
Pirb,2,4,1,1
Lair1,0,11,0,0
9430041J12Rik,1,4,1,3
Ttyh1,3,45,8,9
Leng8,569,541,443,916
Leng9,41,46,45,79
Gm57243,6,2,1,1
Cdc42ep5,7,13,6,11
Lilra5,0,1,0,1
Rdh13,55,69,62,139
Gm15494,28,44,38,91
Eps8l1,56,69,78,188
Ppp1r12c,395,394,292,717
Tnni3,4,2,0,0
Dnaaf3,1,0,1,1
Syt5,78,96,79,198
Ptprh,4,2,6,16
Gm44877,4,3,4,5
Tmem86b,90,102,87,204
Ppp6r1,419,342,323,706
Hspbp1,145,128,115,295
Brsk1,270,287,241,478
Tmem150b,6,3,4,11
Kmt5c,163,177,99,247
Cox6b2,0,1,3,1
Il11,1,4,1,3
Tmem238,13,18,11,26
Rpl28,98,184,125,163
Ube2s,134,126,175,197
Gm57202,0,2,4,0
Shisa7,18,12,5,17
Isoc2b,28,60,37,39
Isoc2a,247,403,309,502
Zfp628,9,12,11,28
Nat14,12,30,7,21
Ssc5d,15,17,8,29
Sbk2,0,3,3,3
Sbk3,11,3,3,12
Gm57233,2,2,1,3
Zfp579,39,77,43,84
Fiz1,45,55,51,121
Zfp524,9,14,14,7
Zfp865,57,124,65,143
Ccdc106,20,28,15,27
Zfp784,3,11,16,19
Gm15510,15,19,20,22
Zfp580,2,4,2,6
U2af2,246,233,161,403
Epn1,187,234,164,365
Zfp787,211,217,185,386
Gm36371,22,46,50,60
Zfp444,116,176,134,271
Gm45148,5,8,9,14
Gm45069,0,2,3,0
Zfp667,119,110,115,239
Zfp583,15,14,13,27
Gm3854,19,18,21,17
Zfp78,15,39,23,24
Zfp28,72,78,60,180
Smim17,10,14,10,46
Zim1,1522,1741,1517,2554
Peg3,15272,17327,16528,30476
Usp29,2441,3768,2846,5386
Zfp954,21,24,20,72
Zfp773,3,5,4,15
Zfp418,6,13,12,6
Zfp772,27,28,12,54
Vmn2r29,73,80,97,143
ENSMUSG00000121470,16,15,22,18
Clcn4,196,228,201,496
ENSMUSG00000121471,0,2,6,8
Zik1,6,15,9,17
Zfp551,5,16,9,16
Zfp606,125,131,150,168
2900092C05Rik,5,1,1,25
Vmn2r56,0,0,0,0
Zscan18,369,229,315,624
Zfp329,217,378,273,545
Zfp110,501,428,626,1055
Gm31152,1,6,8,9
Zfp128,4,9,6,8
Zscan22,23,51,22,47
Rps5,24,134,83,124
Rnf225,3,3,3,5
1810019N24Rik,8,10,6,18
Zfp324,24,59,35,55
Zfp446,57,73,66,114
Slc27a5,0,1,2,3
Trim28,97,91,65,109
Zbtb45,5,14,6,11
Chmp2a,136,146,112,209
Ube2m,53,81,48,80
Mzf1,39,36,38,38
Zswim9,69,107,75,113
Lig1,80,37,59,121
Pla2g4c,5,13,3,8
Nlrp5-ps,60,111,54,150
Vmn1r90,0,6,1,4
Obox1,0,2,4,0
Selenow,100,121,94,176
Nop53,116,120,116,239
Ehd2,8,7,0,15
Bicra,588,803,527,1094
Gm38948,7,12,15,33
2010004M13Rik,1,4,2,3
Zfp541,1,1,1,2
Napa,993,873,785,2078
Kptn,95,82,80,213
Slc8a2,45,36,31,73
Meis3,102,163,96,296
Dhx34,80,115,58,124
C5ar2,0,0,0,0
C5ar1,1,0,0,3
Inafm1,33,30,43,82
Ccdc9,222,182,162,402
Bbc3,143,96,111,275
Sae1,351,404,313,608
Gm57198,10,50,51,46
Gm57196,2,1,1,3
Zc3h4,387,463,340,612
Gm45509,19,40,35,47
Gm45510,1,8,0,3
Tmem160,5,7,8,11
Npas1,0,1,0,1
Arhgap35,1129,1185,910,2315
Gm29443,2,4,2,13
Ap2s1,22,55,42,73
Slc1a5,53,46,55,96
Fkrp,26,30,31,39
Strn4,260,247,166,413
Prkd2,221,254,223,510
9330104G04Rik,22,18,25,34
Dact3,11,8,6,28
Ptgir,0,0,0,0
Calm3,103,86,54,115
Pnma8b,449,416,394,676
Pnma8a,59,99,26,40
Pnma8c,23,35,25,53
Ccdc8,7,27,7,20
Ppp5c,67,90,48,113
Hif3a,4,9,5,31
Psg16,36,60,43,90
Mill2,66,36,67,105
Pglyrp1,0,1,3,3
Ccdc61,62,101,75,145
Nova2,249,301,207,475
Mypop,29,64,44,49
Mypopos,13,15,9,24
Irf2bp1,19,33,20,8
Foxa3,12,24,18,27
Sympk,241,327,232,492
Rsph6a,7,1,2,20
Dmwd,75,80,59,127
Dmpk,49,49,25,63
Six5,23,46,37,57
Meiosin,4,0,1,3
Fbxo46,27,44,33,54
Qpctl,91,110,96,185
Snrpd2,26,28,33,37
Gipr,434,409,298,584
Eml2,222,153,129,361
Gpr4,3,0,2,5
Gm57235,6,1,3,10
Opa3,230,185,191,572
Vasp,90,124,114,239
1700058P15Rik,5,5,7,15
Ppm1n,3,0,2,22
Rtn2,72,70,82,131
Gm26802,36,40,18,67
Fosb,5696,3052,6693,13128
Gm57205,2,10,11,8
D830036C21Rik,11,17,17,47
Gm57200,86,131,111,155
Gm44698,19,18,12,41
Ercc1,32,65,39,74
Polr1g,20,32,11,29
Ppp1r13l,21,19,9,34
Ercc2,65,73,46,102
Gm26852,13,21,4,30
Klc3,52,62,57,120
A930016O22Rik,5,12,3,13
Mark4,152,181,101,196
Exoc3l2,1,23,0,5
Bloc1s3,1,1,0,4
Trappc6a,18,28,26,43
Nkpd1,5,0,0,4
Ppp1r37,915,835,649,1416
Gemin7,25,31,28,34
Zfp296,3,7,4,4
Clasrp,267,334,233,447
Relb,279,88,276,471
Clptm1,216,246,134,263
Apoe,25,25,22,71
Tomm40,152,222,125,299
Lncob1,3,8,2,4
Nectin2,122,108,149,344
Bcam,23,33,42,52
Gm26600,2,1,2,6
Cblc,111,201,130,213
Bcl3,69,63,83,193
Gm16175,16,15,20,49
Gm16174,15,17,23,48
Gm44658,0,5,6,6
Gm19345,4,12,3,17
Ceacam16,4,4,0,5
Pvr,37,31,23,51
Gm16251,1,3,0,2
Nlrp4e,25,10,18,40
Zfp180,88,88,55,123
Zfp112,72,53,73,145
Zfp235,26,50,22,71
Zfp114,0,4,0,7
Zfp111,27,45,25,31
Zfp109,12,20,8,19
Zfp108,14,22,5,18
Zfp93,8,10,10,14
Zfp61,40,64,48,96
Zfp94,19,41,24,33
Kcnn4,14,29,1,1
Smg9,148,163,124,268
Plaur,7,11,0,5
Cadm4,10,14,10,24
Zfp428,1,2,3,0
Irgq,37,45,56,82
Pinlyp,0,2,0,2
Xrcc1,101,164,108,191
Ethe1,8,30,15,16
Phldb3,12,7,12,17
Rps19,158,208,183,198
Cd79a,14,12,1,5
Arhgef1,470,568,352,785
Rabac1,109,147,189,234
Atp1a3,3,1,0,10
Grik5,860,980,633,1316
Zfp574,71,87,35,85
Pou2f2,40,26,2,7
Dedd2,124,131,114,271
Zfp526,9,20,11,20
Gsk3a,77,91,50,133
9130221H12Rik,1,20,11,17
Erf,125,68,93,273
Cic,269,232,187,474
Pafah1b3,23,21,21,50
Tmem145,39,42,39,91
Megf8,310,322,278,523
4732471J01Rik,501,490,598,1008
Lipe,65,95,81,153
Cxcl17,1,8,4,8
Ceacam1,1,4,0,4
Ceacam2,5,9,13,18
Gm38569,2,1,2,2
Dmac2,50,81,82,144
B3gnt8,2,5,4,5
Bckdha,131,145,157,247
Exosc5,25,35,29,47
Tmem91,10,10,14,14
B9d2,32,22,26,61
Tgfb1,9,14,1,10
Ccdc97,37,46,18,71
Hnrnpul1,566,662,507,1035
Axl,3,2,1,3
Cyp2s1,2,1,0,1
Egln2,86,73,67,180
Rab4b,103,112,100,191
Snrpa,96,118,82,190
BC024978,24,43,19,61
Itpkc,65,54,79,159
Coq8b,338,494,396,614
Gm15567,3,4,3,8
Numbl,136,102,116,226
Ltbp4,28,13,8,47
Shkbp1,93,92,88,157
Sptbn4,990,1017,910,1612
Blvrb,14,21,22,26
Sertad3,23,22,31,26
Sertad1,28,25,24,47
Prx,0,3,4,5
Gm15541,6,5,4,5
Hipk4,0,1,1,3
Pld3,184,207,207,333
2310022A10Rik,80,103,57,131
Akt2,382,368,299,720
Gm38973,3,6,5,4
Map3k10,179,249,127,320
Zfp607b,25,30,32,45
Zfp60,111,199,141,225
Gm10046,2,2,3,3
Zfp626,52,73,81,115
Zfp59,46,77,34,64
Zfp607a,58,67,68,97
Zfp974,157,265,177,320
Zfp780b,112,172,124,200
Zfp850,31,30,18,32
Psmc4,80,123,60,172
Fcgbp,1,0,1,1
9530053A07Rik,2,0,1,0
Fbl,290,127,175,472
Dyrk1b,76,70,75,106
Eid2,7,1,9,10
Eid2b,14,18,11,19
Timm50,25,24,22,42
Supt5,462,528,372,811
Gm44709,7,6,3,8
Rps16,125,194,168,206
Plekhg2,29,18,19,67
Zfp36,202,216,361,396
Gm44710,25,20,37,60
Gm57214,3,2,4,7
Med29,33,24,18,45
Paf1,236,222,189,351
Samd4b,585,265,461,1404
Gmfg,3,5,1,4
Lrfn1,13,18,18,18
Sycn,6,0,1,1
Pak4,47,29,13,69
Fbxo27,1,1,1,4
Fbxo17,105,130,96,175
Mrps12,31,57,37,68
Sars2,28,40,27,47
Nfkbib,47,42,60,96
Sirt2,243,311,261,395
Rinl,42,81,25,54
Hnrnpl,1019,816,769,1726
Gm44702,0,7,0,3
Gm57249,2,2,2,3
Ech1,35,34,43,45
Lgals4,44,35,39,91
Gm10648,2,3,1,10
Actn4,466,501,427,804
Gm44699,21,26,25,41
Eif3k,42,96,65,124
Map4k1,20,17,7,21
Rasgrp4,1,4,4,3
Fam98c,50,61,35,82
1110035H17Rik,6,8,4,11
Spred3,99,197,57,183
Ggn,1,4,1,6
Psmd8,73,78,52,133
Catsperg1,174,121,83,201
Kcnk6,1,5,3,1
Yif1b,9,24,13,31
2200002D01Rik,4,0,1,2
Spint2,435,542,791,1090
Ppp1r14a,3,6,3,7
Dpf1,2,3,5,6
Sipa1l3,1439,1787,1136,2465
Zfp84,16,38,25,49
Zfp30,43,77,31,53
Zfp790,69,94,49,83
Zfp940,5,11,10,19
Zfp420,64,85,51,177
Zfp27,28,53,33,51
Zfp383,20,23,20,64
Zfp74,115,155,99,178
ENSMUSG00000121374,5,15,4,15
Zfp568,1382,1220,959,2680
Zfp14,54,95,63,101
Zfp82,55,60,42,75
Zfp566,118,125,83,178
Zfp260,150,317,247,310
Zfp382,30,40,30,52
Zfp146,62,103,118,141
Gm5113,15,22,11,16
Capns1,138,137,112,233
Gm26810,6,9,6,6
Tbcb,40,51,34,66
Polr2i,16,16,18,31
Wdr62,29,10,11,37
Clip3,90,123,74,117
Alkbh6,29,50,58,88
Syne4,85,89,72,168
Sdhaf1,2,8,7,7
4930479H17Rik,3,3,0,8
Lrfn3,32,72,39,65
Tyrobp,0,3,0,0
Hcst,0,5,2,5
Nfkbid,59,33,25,112
Aplp1,392,410,642,1015
Kirrel2,13,12,21,52
Nphs1,97,98,127,195
Arhgap33,50,31,36,66
Proser3,34,52,50,69
Hspb6,2,8,8,9
Lin37,19,34,26,43
Psenen,19,50,31,39
U2af1l4,23,23,20,35
Igflr1,37,52,37,95
Kmt2b,356,366,269,531
Zbtb32,1,1,1,4
Upk1a,6,5,8,17
Cox6b1,37,71,55,78
Rbm42,135,96,115,252
Gm57227,0,7,1,5
Haus5,54,40,42,91
Atp4a,15,17,8,19
Tmem147,37,65,47,92
Tmem147os,38,31,27,31
Gapdhs,20,37,34,44
Gm26935,59,70,88,145
Gm57241,9,10,8,19
Sbsn,45,36,37,70
Dmkn,0,4,3,2
Ffar2,35,46,60,23
Ffar3,9,15,8,15
Ffar1,33,57,35,57
Cd22,44,20,8,14
D7Ertd128e,9,7,5,12
Hamp,0,1,1,3
Usf2,145,133,127,247
Gm17077,0,1,0,3
Gm4673,18,21,34,43
Lsr,118,176,138,265
Fam187b,77,218,109,161
Gm57248,1,2,1,10
Fxyd5,12,15,1,4
Fxyd7,3,2,1,6
Fxyd1,0,1,3,0
Lgi4,2,10,6,3
Fxyd3,9,17,15,15
Hpn,7,9,13,20
Scn1b,7,4,0,9
Gramd1a,308,372,223,564
G630030J09Rik,0,2,1,5
Gm10640,4,3,0,1
Wtip,47,65,58,102
Uba2,180,221,122,280
Pdcd2l,64,67,62,105
Gpi1,225,335,189,399
Gm12762,7,6,5,8
Gm12758,6,10,11,18
Garre1,343,393,373,746
Lsm14a,439,494,444,728
Gm12764,4,8,6,10
Gm44837,0,1,0,3
Kctd15,48,62,53,86
Gm12781,5,2,3,3
Gm12756,0,0,1,0
Chst8,21,9,5,15
Pepd,629,612,642,1159
Cebpg,204,166,194,380
Gm44836,5,3,12,8
Gm57192,9,5,9,13
Gm35611,1,8,12,10
Cebpa,1,0,0,0
Lrp3,116,104,87,158
Wdr88,3,2,3,4
Gpatch1,415,360,370,619
Rhpn2,607,500,527,1098
Faap24,5,3,10,7
Cep89,268,340,205,466
Tdrd12,113,78,64,171
Nudt19,41,32,40,71
B230322F03Rik,2,2,2,6
Ankrd27,315,313,258,493
Pdcd5,48,62,57,102
Dpy19l3,47,65,54,77
Zfp507,243,366,332,520
E130304I02Rik,5,8,3,2
Tshz3,3214,2406,1584,4878
Zfp536,51,37,56,80
Uri1,999,1108,1068,2146
Ccne1,5,5,0,9
D530033B14Rik,2,3,0,4
1600014C10Rik,19,41,33,26
Plekhf1,2,0,0,1
Pop4,81,42,62,158
Gm44767,33,23,25,58
ENSMUSG00000121502,107,156,110,225
Zfp619,61,66,57,108
Gm33989,473,680,524,790
Gm5592,1,1,0,0
AI987944,59,116,83,130
Vmn2r57,9,7,2,16
AW146154,100,129,138,194
2610021A01Rik,124,181,116,239
Zfp788,218,232,227,463
Vmn2r-ps54,2,1,3,10
Zfp141,179,192,193,326
Gm44997,12,18,31,31
Zfp977,32,32,30,57
Zfp976,200,253,187,362
Zfp975,214,273,243,391
Zfp715,151,158,103,230
Siglecg,8,8,1,2
Etfb,37,57,42,66
Vsig10l,16,24,23,44
Iglon5,5,11,5,12
Cd33,0,0,0,0
Zfp658,14,29,7,22
Zfp719,115,221,160,256
Zfp819,0,1,3,4
Siglece,3,2,2,3
Ctu1,4,17,4,2
2310002F09Rik,0,2,1,0
1700028J19Rik,13,22,12,19
2410002F23Rik,114,142,105,261
Acp4,0,0,2,3
Clec11a,1,10,4,4
Shank1,74,141,76,123
1700008O03Rik,10,11,8,7
Gm44780,0,1,0,0
Syt3,17,46,23,23
Lrrc4b,4,5,8,9
Josd2,41,55,34,59
5430431A17Rik,1,5,1,2
Emc10,53,99,79,100
Garin5a,35,69,61,106
Gm44646,7,9,12,11
Pold1,15,16,17,18
Nr1h2,155,128,174,329
Napsa,8,26,1,6
Gm15396,49,85,66,60
Kcnc3,618,778,581,1172
Gm44832,4,5,1,12
Myh14,138,158,110,254
Zfp473,10,10,10,19
Vrk3,119,128,122,212
Atf5,29,25,20,17
Nup62,7,12,4,20
Il4i1,3,13,5,6
Tbc1d17,133,105,91,207
Akt1s1,37,60,28,66
Gm57218,1,0,0,0
Pnkp,41,72,48,115
Ptov1,158,171,147,335
Med25,324,375,301,564
Fuz,78,105,98,152
Ap2a1,294,356,242,480
Tsks,2,2,2,10
Cpt1c,154,185,158,262
6530437J22Rik,10,19,21,34
Prmt1,75,78,58,138
Gm15545,79,129,89,152
Bcl2l12,4,4,6,8
Irf3,98,164,126,205
Scaf1,171,275,191,382
